0;0;0;0;0
1;0;0;0;0
2;0;0;0;0
3;0;0;0;0
4;0;0;0;0
5;0;0;0;0
6;0;0;0;0
7;0;0;0;0
8;0;0;32;64
9;255;64;64;128
10;255;255;128;255
11;255;255;192;255
12;255;255;255;255
13;255;255;255;255
14;255;255;255;255
15;255;255;255;255
16;255;128;255;255
17;255;64;255;255
18;255;0;128;255
19;128;0;16;192
20;10;0;64;96
21;0;0;4;8
22;0;0;0;0
23;0;0;0;0
Stunde;Rot;Gruen;Blau;Weiss
